5,10,56.309932474020215,4,0
13,10,34.99202019855866,4,0
23,10,-16.69924423399362,3,0
29,10,-41.98721249581666,3,0
33,10,-52.43140797117251,3,0
4,11,60.64224645720873,4,0
5,11,59.03624346792648,4,0
6,11,57.264773727892404,4,0
9,11,50.71059313749964,4,0
12,11,41.6335393365702,4,0
16,11,23.962488974578182,4,0
18,11,12.528807709151511,4,0
22,11,-12.528807709151511,3,0
24,11,-23.962488974578182,3,0
25,11,-29.054604099077146,3,0
26,11,-33.690067525979785,3,0
30,11,-48.01278750418334,3,0
33,11,-55.30484646876604,3,0
11,12,48.366460663429805,4,0
23,12,-20.556045219583467,3,0
29,12,-48.366460663429805,3,0
31,12,-53.97262661489639,3,0
33,12,-58.3924977537511,3,0
3,13,67.61986494804043,4,0
8,13,59.743562836470744,4,0
14,13,40.60129464500447,4,0
17,13,23.198590513648185,4,0
21,13,-8.130102354155978,3,0
22,13,-15.945395900922854,3,0
23,13,-23.198590513648185,3,0
32,13,-59.743562836470744,3,0
1,14,72.47443162627712,4,0
6,14,66.80140948635182,4,0
15,14,39.8055710922652,4,0
17,14,26.56505117707799,4,0
21,14,-9.462322208025617,3,0
25,14,-39.8055710922652,3,0
26,14,-45.0,3,0
1,15,75.25643716352927,4,0
6,15,70.3461759419467,4,0
8,15,67.38013505195957,4,0
12,15,57.9946167919165,4,0
18,15,21.80140948635181,4,0
30,15,-63.43494882292201,3,0
7,16,72.89727103094764,4,0
9,16,70.01689347810003,4,0
11,16,66.03751102542182,4,0
12,16,63.43494882292201,4,0
19,16,14.036243467926479,4,0
21,16,-14.036243467926479,3,0
26,16,-56.309932474020215,3,0
29,16,-66.03751102542182,3,0
30,16,-68.19859051364818,3,0
33,16,-72.89727103094764,3,0
0,17,81.46923439005187,4,0
3,17,79.99202019855866,4,0
6,17,77.9052429229879,4,0
7,17,77.0053832080835,4,0
8,17,75.96375653207353,4,0
10,17,73.30075576600639,4,0
18,17,33.690067525979785,4,0
19,17,18.43494882292201,4,0
24,17,-53.13010235415598,3,0
25,17,-59.03624346792648,3,0
27,17,-66.80140948635182,3,0
30,17,-73.30075576600639,3,0
2,18,83.6598082540901,4,0
3,18,83.29016319224307,4,0
7,18,81.2538377374448,4,0
9,18,79.69515353123397,4,0
11,18,77.47119229084849,4,0
20,18,0.0,3,1
21,18,-26.56505117707799,3,0
27,18,-74.05460409907715,3,0
29,18,-77.47119229084849,3,0
32,18,-80.53767779197439,3,0
1,19,86.98721249581666,4,0
3,19,86.63353933657021,4,0
4,19,86.42366562500266,4,0
7,19,85.60129464500447,4,0
15,19,78.69006752597979,4,0
17,19,71.56505117707799,4,0
19,19,45.0,4,0
29,19,-83.6598082540901,3,0
30,19,-84.28940686250037,3,0
32,19,-85.23635830927383,3,0
33,19,-85.60129464500447,3,0
19,20,0.0,1,-1
22,20,0.0,2,-1
1,21,-86.98721249581666,1,0
4,21,-86.42366562500266,1,0
6,21,-85.91438322002513,1,0
7,21,-85.60129464500447,1,0
11,21,-83.6598082540901,1,0
18,21,-63.43494882292201,1,0
25,21,78.69006752597979,2,0
28,21,82.8749836510982,2,0
29,21,83.6598082540901,2,0
1,22,-83.99099404250548,1,0
7,22,-81.2538377374448,1,0
9,22,-79.69515353123397,1,0
17,22,-56.309932474020215,1,0
28,22,75.96375653207353,2,0
29,22,77.47119229084849,2,0
32,22,80.53767779197439,2,0
0,23,-81.46923439005187,1,0
3,23,-79.99202019855866,1,0
6,23,-77.9052429229879,1,0
9,23,-74.74488129694222,1,0
21,23,18.43494882292201,2,0
28,23,69.44395478041653,2,0
33,23,77.0053832080835,2,0
0,24,-78.69006752597979,1,0
5,24,-75.06858282186245,1,0
6,24,-74.05460409907715,1,0
10,24,-68.19859051364818,1,0
17,24,-36.86989764584402,1,0
20,24,0.0,2,1
21,24,14.036243467926479,2,0
23,24,36.86989764584402,2,0
28,24,63.43494882292201,2,0
32,24,71.56505117707799,2,0
0,25,-75.96375653207353,1,0
7,25,-68.96248897457819,1,0
9,25,-65.55604521958347,1,0
11,25,-60.94539590092286,1,0
13,25,-54.46232220802562,1,0
18,25,-21.80140948635181,1,0
23,25,30.96375653207352,2,0
24,25,38.659808254090095,2,0
26,25,50.19442890773481,2,0
27,25,54.46232220802562,2,0
31,25,65.55604521958347,2,0
32,25,67.38013505195957,2,0
6,26,-66.80140948635182,1,0
14,26,-45.0,1,0
16,26,-33.690067525979785,1,0
24,26,33.690067525979785,2,0
28,26,53.13010235415598,2,0
29,26,56.309932474020215,2,0
4,27,-66.37062226934319,1,0
5,27,-64.98310652189997,1,0
8,27,-59.743562836470744,1,0
14,27,-40.60129464500447,1,0
22,27,15.945395900922854,2,0
27,27,45.0,2,0
31,27,57.52880770915151,2,0
1,28,-67.16634582208245,1,0
10,28,-51.34019174590991,1,0
15,28,-32.005383208083494,1,0
19,28,-7.125016348901798,1,0
21,28,7.125016348901798,2,0
24,28,26.56505117707799,2,0
29,28,48.366460663429805,2,0
1,29,-64.6538240580533,1,0
3,29,-62.10272896905237,1,0
4,29,-60.64224645720873,1,0
6,29,-57.264773727892404,1,0
7,29,-55.30484646876604,1,0
10,29,-48.01278750418334,1,0
13,29,-37.874983651098205,1,0
15,29,-29.054604099077146,1,0
16,29,-23.962488974578182,1,0
17,29,-18.43494882292201,1,0
18,29,-12.528807709151511,1,0
19,29,-6.340191745909909,1,0
30,29,48.01278750418334,2,0
31,29,50.71059313749964,2,0
3,30,-59.53445508054013,1,0
4,30,-57.9946167919165,1,0
9,30,-47.72631099390627,1,0
12,30,-38.659808254090095,1,0
18,30,-11.309932474020215,1,0
19,30,-5.710593137499643,1,0
33,30,52.43140797117251,2,0
4,31,-55.4914770123316,1,0
5,31,-53.74616226255521,1,0
12,31,-36.02737338510361,1,0
14,31,-28.610459665965216,1,0
17,31,-15.255118703057775,1,0
22,31,10.304846468766033,2,0
23,31,15.255118703057775,2,0
24,31,19.98310652189998,2,0
29,31,39.28940686250036,2,0
30,31,42.27368900609374,2,0
6,32,-49.398705354995535,1,0
9,32,-42.510447078000844,1,0
13,32,-30.256437163529263,1,0
14,32,-26.56505117707799,1,0
15,32,-22.61986494804043,1,0
17,32,-14.036243467926479,1,0
1,33,-55.619655276155136,1,0
6,33,-47.12109639666146,1,0
8,33,-42.70938995736147,1,0
11,33,-34.69515353123397,1,0
13,33,-28.300755766006375,1,0
14,33,-24.775140568831922,1,0
15,33,-21.037511025421818,1,0
21,33,4.398705354995532,2,0
29,33,34.69515353123397,2,0
30,33,37.568592028827496,2,0
32,33,42.70938995736147,2,0
